,url,ViT position,SigLIP position,CLIP position,rotation,crop_left,crop_right,crop_top,crop_bottom,width_scale,height_scale
0,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2009042803019_0104/442,259,1667,805/833,402/0/default.jpg",0,0,0,5.479120971119267,0.06583176596280785,0.12878968798670737,0.10460520435890458,0.01412660218314743,1.1902489406547023,1.104455880796141
1,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2008121603011_0078/249,473,626,1119/313,/0/default.jpg",0,0,5,5.721286105539075,0.01921704490133188,0.06755789068433507,0.055619703634887184,0.13901474832729027,1.0575460480322658,1.129104645308332
2,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2014070838045_0096/457,1096,1419,1174/354,293/0/default.jpg",0,0,0,-1.131716023453377,0.03408580826771653,0.08318771805237522,0.009572588415626299,0.1241446757988873,1.0526657596488258,1.1032350960341495
3,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2012070408119_0026/448,423,1405,2217/351,/0/default.jpg",0,1,-1,-2.9094806374026323,0.14560470365923547,0.13396816819832966,0.11675752456106428,0.029195806177795134,0.9866884014908137,0.8175215063148915
4,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2017082248017_0120/459,537,1262,2212/315,/0/default.jpg",2,2,0,-6.914210158649043,0.10245734298636819,0.11171432338617257,0.1451264598651315,0.04887380372072279,0.9481838824139476,0.9878223245103231
5,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2013062438204_0119/125,125,4001,3335/500,416/0/default.jpg",0,0,7,-6.2105728183142865,0.019488225800320745,0.07135573893389006,0.03403640235763262,0.10047209920237656,0.9748607675489322,1.133071278423135
6,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2014071708086_0001/47,1023,1379,1154/344,288/0/default.jpg",0,4,0,4.005302040044983,0.04685499620730616,0.12483897020928016,0.12071465362452027,0.05812175685452617,0.9153312415720977,1.0729982015899902
7,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2015060508070_0100/279,911,1045,1271/261,/0/default.jpg",0,23,1,-7.204950327813804,0.029986230371266246,0.0011043404626508268,0.11803865662532076,0.09972762848880481,1.082066151450534,1.1122916124087872
8,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2011052320008_0074/395,383,1651,926/825,463/0/default.jpg",0,0,0,-0.8216844892332009,0.08531117939293406,0.020969549719148616,0.017179511030396017,0.10026044426857074,0.988438482457253,1.0260944425924756
9,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2006112101053_0413/0,4,1859,965/929,482/0/default.jpg",0,0,0,5.299977148320512,0.09520774800008862,0.08303691009869937,0.08388107411181203,0.04559251470939183,0.8123271338271758,0.974686955692945
10,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2008040712002_0095/705,346,1926,3585/481,/0/default.jpg",4,0,0,-5.708306543609416,0.06127929655869542,0.12801046099022492,0.03509092287980111,0.008745411253359902,0.9125535568087987,0.9174375031066735
11,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2020022048012_0058/276,295,1775,2128/443,/0/default.jpg",0,-1,0,3.238330294537901,0.08355482285119174,0.11758473136596202,0.09964703104910813,0.060958029216010574,1.1256081538664138,0.8667891679630816
12,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2013121924010_0306/732,1678,1246,356/1246,356/0/default.jpg",0,-1,-1,-9.54575853732279,0.013507179116346262,0.10835390258946755,0.06928158453770811,0.024190766855040267,1.0004179100413455,0.8609248410852675
13,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2015012124002_0276/164,526,1447,880/723,439/0/default.jpg",0,0,0,3.9264075015547206,0.0669234413361046,0.05715318391447237,0.04522681337218148,0.09454238896783326,0.9447250442213562,0.8350599677264404
14,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2018092428003_0113/0,173,3066,2237/383,279/0/default.jpg",0,0,1,-7.639881957589694,0.14428464968242719,0.13628710360614105,0.10495607007161244,0.039880494218927934,1.1876705509390895,1.1115003615863177
15,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2014031426011_0122/334,451,3678,2280/459,284/0/default.jpg",0,1,0,4.337803783179911,0.0674042253215683,0.04083623427677385,0.014458644323024893,0.13539035948157624,0.9823105159334444,0.8809453459180921
16,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2010011103016_0053/347,1254,1108,815/553,407/0/default.jpg",0,0,13,-3.8808675169869495,0.0868829353412844,0.026515917440884756,0.12849214261385633,0.11377792947528151,1.0877851823803746,0.9728372159100415
17,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2013081208201_0044/267,210,1373,630/686,315/0/default.jpg",0,0,30,2.546176814048863,0.08761469533691034,0.097476990233223,0.012666648170983364,0.06237111032559144,0.816645669544757,0.9975963276978076
18,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2014111808052_0071/1655,1131,692,959/345,/0/default.jpg",0,0,0,-3.4027757533442937,0.021678628329907034,0.015510445158382746,0.0881466858266568,0.025588945280532915,1.1700480473507189,1.032424455880158
19,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2009013000007_0098/1585,599,366,1131/366,/0/default.jpg",0,1,1,-3.0626039093032587,0.08863732372221252,0.0034205806544546245,0.1437838819862168,0.07234551554143503,1.1130940909001144,0.8330919999689754
20,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2009012800059_0033/169,322,1391,1028/347,257/0/default.jpg",0,19,1,-0.2668333832367935,0.07360604915317813,0.14067396824624742,0.08575920785641131,0.07102341015854306,0.9067902652367574,0.9326275989370209
21,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2009033103029_0353/283,934,1594,1127/398,281/0/default.jpg",0,0,0,0.4134480494307553,0.065836719045757,0.003241811982049564,0.12394378862915367,0.134424115775965,0.8560996355994444,1.0216144574156198
22,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2009103010001_0140/686,2621,1129,1337/282,/0/default.jpg",-1,5,1,-7.828485177291129,0.10083601395597175,0.04218506757585125,0.09891339520378527,0.1090491921430324,1.1074589967670627,0.8430963783823586
